39 18060 63551
0 0     1.597070e+03 4.733700e+02
4 5228     -1.451400e+02 3.256799e+02
7 5228     -1.118020e+03 3.763000e+02
21 5228     4.410999e+01 -5.836100e+02
4 5229     1.108030e+03 3.273700e+02
5 5229     7.387900e+02 7.385300e+02
4 5230     -3.279301e+02 3.286400e+02
5 5230     -1.190550e+03 4.667100e+02
19 5230     -1.307500e+02 2.750701e+02
4 5231     1.044880e+03 3.298401e+02
5 5231     6.558101e+02 7.340601e+02
4 5232     -3.284500e+02 3.441500e+02
5 5232     -1.195070e+03 4.894399e+02
19 5232     -1.310400e+02 3.058401e+02
30 5232     -8.544800e+02 1.959900e+02
35 5232     -1.210900e+02 1.601400e+02
4 5233     1.005190e+03 3.553000e+02
5 5233     5.977400e+02 7.615601e+02
4 5234     1.056120e+03 3.590801e+02
5 5234     6.648000e+02 7.732500e+02
4 5235     1.075440e+03 3.660701e+02
5 5235     6.893800e+02 7.849500e+02
4 5236     1.106610e+03 3.779800e+02
5 5236     7.284200e+02 8.024700e+02
4 5237     1.408730e+03 3.822200e+02
8 5237     4.371899e+02 1.540900e+02
4 5238     -2.454800e+02 3.945200e+02
5 5238     -1.094390e+03 5.775400e+02
4 5239     9.500601e+02 4.158900e+02
5 5239     5.150100e+02 8.320300e+02
4 5240     1.180800e+03 4.170400e+02
8 5240     4.131995e+01 3.637900e+02
4 5241     -1.606300e+02 4.398700e+02
5 5241     -9.939900e+02 6.579399e+02
4 5242     -2.878400e+02 4.404299e+02
5 5242     -1.165520e+03 6.324100e+02
15 5242     4.181100e+02 3.168000e+02
4 5243     -3.120300e+02 4.500100e+02
5 5243     -1.200720e+03 6.405400e+02
15 5243     3.899700e+02 3.270500e+02
21 5243     -7.989001e+01 -7.513600e+02
30 5243     -8.161300e+02 4.244100e+02
34 5243     -9.373700e+02 4.360701e+02
35 5243     -1.102300e+02 2.530900e+02
36 5243     7.148700e+02 4.731600e+02
4 5244     9.604700e+02 4.512500e+02
5 5244     5.255200e+02 8.784000e+02
8 5244     -4.944600e+02 5.532600e+02
4 5245     -2.542300e+02 4.526799e+02
7 5245     -1.309860e+03 5.823300e+02
15 5245     4.559700e+02 3.304800e+02
19 5245     6.449951e+00 5.122200e+02
34 5245     -8.583600e+02 4.341200e+02
35 5245     -6.188000e+01 2.575701e+02
36 5245     7.812000e+02 4.763800e+02
4 5246     -2.482700e+02 4.637800e+02
7 5246     -1.298210e+03 5.994500e+02
15 5246     4.640400e+02 3.430500e+02
16 5246     -7.391900e+02 4.941300e+02
35 5246     -5.663000e+01 2.677000e+02
4 5247     -2.482700e+02 4.637800e+02
5 5247     -1.116210e+03 6.731000e+02
7 5247     -1.298210e+03 5.994500e+02
15 5247     4.640400e+02 3.430500e+02
16 5247     -7.391900e+02 4.941300e+02
30 5247     -6.809300e+02 4.527700e+02
35 5247     -5.663000e+01 2.677000e+02
4 5248     -1.394700e+02 4.739600e+02
7 5248     -1.110550e+03 6.054200e+02
14 5248     -2.032500e+02 4.034800e+02
15 5248     5.922200e+02 3.560701e+02
19 5248     2.207900e+02 5.615701e+02
35 5248     3.398999e+01 2.810300e+02
4 5249     -1.454600e+02 4.738800e+02
5 5249     -9.782800e+02 7.092000e+02
14 5249     -2.090200e+02 4.034500e+02
15 5249     5.843199e+02 3.556400e+02
19 5249     2.100699e+02 5.606000e+02
30 5249     -4.651600e+02 4.729100e+02
34 5249     -7.086700e+02 4.518600e+02
4 5250     8.942600e+02 4.844900e+02
5 5250     4.254900e+02 9.160601e+02
21 5250     -1.006600e+02 3.870701e+02
4 5251     9.157800e+02 4.876300e+02
5 5251     4.517700e+02 9.241899e+02
4 5252     9.155601e+02 4.918600e+02
5 5252     4.506899e+02 9.290800e+02
4 5253     -1.505400e+02 5.288500e+02
5 5253     -1.000380e+03 7.848600e+02
15 5253     5.793400e+02 4.175500e+02
19 5253     2.012500e+02 6.648101e+02
30 5253     -4.744700e+02 5.920601e+02
34 5253     -7.120600e+02 5.232300e+02
35 5253     2.403003e+01 3.290300e+02
36 5253     9.142100e+02 5.651300e+02
4 5254     -2.983000e+02 5.632900e+02
5 5254     -1.210260e+03 8.018700e+02
34 5254     -9.106200e+02 5.824000e+02
35 5254     -1.007100e+02 3.527700e+02
4 5255     -2.838500e+02 5.643101e+02
7 5255     -1.365230e+03 7.635000e+02
14 5255     -3.377600e+02 4.904000e+02
15 5255     4.236300e+02 4.538101e+02
16 5255     -7.865100e+02 6.078900e+02
36 5255     7.545800e+02 6.012900e+02
4 5256     -2.208300e+02 5.681000e+02
5 5256     -1.105450e+03 8.247400e+02
4 5257     -2.287500e+02 5.677600e+02
7 5257     -1.266440e+03 7.614800e+02
14 5257     -2.849400e+02 4.911600e+02
19 5257     5.507996e+01 7.258600e+02
4 5258     -2.019000e+02 5.694800e+02
5 5258     -1.080200e+03 8.301899e+02
7 5258     -1.219520e+03 7.602900e+02
14 5258     -2.595400e+02 4.912000e+02
15 5258     5.191500e+02 4.612700e+02
16 5258     -6.885300e+02 6.114299e+02
19 5258     1.037700e+02 7.313700e+02
4 5259     -7.194995e+01 5.762400e+02
7 5259     -1.006230e+03 7.549000e+02
15 5259     6.698500e+02 4.718000e+02
36 5259     1.012850e+03 6.225500e+02
4 5260     -8.780029e+00 5.795601e+02
7 5260     -9.160600e+02 7.521899e+02
35 5260     1.487000e+02 3.806799e+02
4 5261     -3.843994e+01 5.815100e+02
7 5261     -9.581700e+02 7.587500e+02
21 5261     -1.995800e+02 -4.756801e+02
4 5262     4.057996e+01 6.225100e+02
5 5262     -7.439200e+02 9.476100e+02
7 5262     -8.597300e+02 8.098300e+02
14 5262     -5.092999e+01 5.123199e+02
15 5262     7.921899e+02 5.238500e+02
16 5262     -4.242400e+02 6.614301e+02
19 5262     5.553600e+02 8.280701e+02
35 5262     1.953000e+02 4.226000e+02
4 5263     -2.267300e+02 6.419000e+02
5 5263     -1.131910e+03 9.269399e+02
15 5263     4.902300e+02 5.410400e+02
16 5263     -7.215400e+02 6.936700e+02
34 5263     -8.078300e+02 6.756300e+02
35 5263     -4.302002e+01 4.246000e+02
36 5263     8.277400e+02 6.917400e+02
4 5264     -1.714800e+02 6.524700e+02
5 5264     -1.057200e+03 9.535200e+02
15 5264     5.565500e+02 5.546200e+02
19 5264     1.638300e+02 8.885300e+02
34 5264     -7.310900e+02 6.828300e+02
4 5265     -1.693101e+02 6.574100e+02
5 5265     -1.055910e+03 9.596700e+02
15 5265     5.563500e+02 5.601899e+02
21 5265     -2.745600e+02 -6.021600e+02
35 5265     5.000000e+00 4.410000e+02
4 5266     1.274800e+02 6.899500e+02
7 5266     -7.989600e+02 8.967100e+02
23 5266     -6.024000e+02 4.053003e+01
4 5267     7.537000e+01 6.923101e+02
7 5267     -8.911400e+02 9.122300e+02
4 5268     1.119720e+03 1.552000e+02
5 5268     7.860400e+02 5.187400e+02
4 5269     1.071400e+03 2.232200e+02
5 5269     7.116899e+02 5.993000e+02
4 5270     -2.216600e+02 2.436500e+02
7 5270     -1.246470e+03 2.500701e+02
14 5270     -2.870500e+02 1.986100e+02
15 5270     4.913199e+02 9.583002e+01
16 5270     -6.976300e+02 2.485700e+02
30 5270     -6.350100e+02 -2.512000e+01
36 5270     8.067300e+02 2.408600e+02
4 5271     1.082560e+03 2.475000e+02
5 5271     7.216000e+02 6.320800e+02
4 5272     -1.453500e+02 2.903401e+02
7 5272     -1.117230e+03 3.213800e+02
14 5272     -2.139800e+02 2.385500e+02
15 5272     5.825000e+02 1.481900e+02
19 5272     2.082700e+02 2.141400e+02
30 5272     -4.705100e+02 7.506000e+01
4 5273     -3.056801e+02 3.146000e+02
5 5273     -1.156240e+03 4.529500e+02
4 5274     1.187600e+03 3.247600e+02
5 5274     8.423999e+02 7.441000e+02
4 5275     1.019460e+03 3.315400e+02
5 5275     6.201700e+02 7.331300e+02
4 5276     -1.846801e+02 3.484399e+02
5 5276     -1.002890e+03 5.270200e+02
19 5276     1.355200e+02 3.242800e+02
4 5277     1.468810e+03 3.529399e+02
5 5277     1.157860e+03 8.461899e+02
4 5278     9.892600e+02 3.654700e+02
5 5278     5.748700e+02 7.735701e+02
4 5279     1.478630e+03 3.665300e+02
5 5279     1.167210e+03 8.653700e+02
4 5280     9.981499e+02 3.712100e+02
5 5280     5.854100e+02 7.816300e+02
4 5281     1.108190e+03 3.725500e+02
5 5281     7.304700e+02 7.971500e+02
4 5282     1.396290e+03 3.872900e+02
5 5282     1.101480e+03 8.308500e+02
8 5282     4.150699e+02 1.630700e+02
4 5283     1.083380e+03 4.000400e+02
5 5283     6.918600e+02 8.299299e+02
4 5284     9.744399e+02 4.349900e+02
5 5284     5.515200e+02 8.561600e+02
4 5285     9.554199e+02 4.364399e+02
5 5285     5.189800e+02 8.597800e+02
4 5286     3.755500e+02 4.430601e+02
11 5286     -7.962800e+02 4.010300e+02
19 5286     1.097130e+03 4.281500e+02
4 5287     -1.826600e+02 4.494800e+02
7 5287     -1.232670e+03 5.711400e+02
4 5288     9.031699e+02 4.619500e+02
5 5288     4.402600e+02 8.884700e+02
4 5289     -2.519800e+02 4.664600e+02
5 5289     -1.124080e+03 6.756300e+02
4 5290     3.762300e+02 4.762900e+02
9 5290     -1.498920e+03 5.419600e+02
10 5290     -1.015360e+03 -1.694900e+02
14 5290     1.282900e+02 3.367700e+02
16 5290     -1.305700e+02 4.947600e+02
19 5290     1.098780e+03 4.860200e+02
20 5290     -1.034050e+03 6.179993e+00
23 5290     -5.308500e+02 -1.134200e+02
24 5290     -9.795700e+02 1.640700e+02
32 5290     -8.941700e+02 3.750701e+02
4 5291     -3.088101e+02 4.874299e+02
5 5291     -1.205990e+03 6.930200e+02
4 5292     8.295000e+02 4.912900e+02
10 5292     -2.963199e+02 -1.902200e+02
4 5293     4.480699e+02 5.008500e+02
9 5293     -1.329220e+03 5.792800e+02
10 5293     -9.042600e+02 -1.444900e+02
11 5293     -6.308100e+02 4.946799e+02
16 5293     -5.407001e+01 5.204100e+02
19 5293     1.239600e+03 5.415400e+02
20 5293     -9.395400e+02 2.367999e+01
21 5293     -1.304900e+02 -2.591998e+01
22 5293     -1.039170e+03 4.171700e+02
24 5293     -8.811000e+02 1.820400e+02
26 5293     -9.846700e+02 5.022500e+02
30 5293     9.939500e+02 5.428800e+02
32 5293     -7.739400e+02 4.091200e+02
35 5293     6.161600e+02 3.391600e+02
4 5294     -2.588400e+02 5.011200e+02
5 5294     -1.141270e+03 7.231500e+02
14 5294     -3.152700e+02 4.325900e+02
15 5294     4.521801e+02 3.838800e+02
30 5294     -7.034400e+02 5.330100e+02
34 5294     -8.605600e+02 4.973600e+02
35 5294     -6.677002e+01 2.999700e+02
36 5294     7.805300e+02 5.309299e+02
4 5295     -1.741000e+02 5.050000e+02
7 5295     -1.169260e+03 6.567200e+02
19 5295     1.554301e+02 6.166899e+02
30 5295     -5.249900e+02 5.404399e+02
4 5296     -6.222998e+01 5.057300e+02
5 5296     -8.703600e+02 7.698400e+02
15 5296     6.801000e+02 3.921600e+02
19 5296     3.665300e+02 6.235900e+02
30 5296     -2.836000e+02 5.416200e+02
34 5296     -5.973700e+02 4.829700e+02
4 5297     -2.709700e+02 5.205100e+02
7 5297     -1.338050e+03 6.925200e+02
15 5297     4.386700e+02 4.062200e+02
4 5298     -4.278500e+02 5.731500e+02
7 5298     -1.376240e+03 7.914600e+02
4 5299     -2.883000e+02 5.736000e+02
5 5299     -1.202480e+03 8.176400e+02
14 5299     -3.417800e+02 4.998400e+02
19 5299     -5.405005e+01 7.319100e+02
4 5300     -2.610100e+02 5.775800e+02
5 5300     -1.162690e+03 8.296400e+02
4 5301     -3.276600e+02 5.899700e+02
5 5301     -1.258080e+03 8.330701e+02
34 5301     -9.494100e+02 6.204900e+02
36 5301     7.053400e+02 6.289100e+02
4 5302     -2.464301e+02 5.956600e+02
5 5302     -1.147090e+03 8.580100e+02
4 5303     -1.700900e+02 6.006600e+02
7 5303     -1.200050e+03 8.062400e+02
4 5304     8.464001e+01 6.122900e+02
5 5304     -6.814200e+02 9.430500e+02
4 5305     1.378003e+01 6.315900e+02
7 5305     -8.869000e+02 8.269600e+02
16 5305     -4.501800e+02 6.736600e+02
4 5306     -2.004200e+02 6.403101e+02
7 5306     -1.217220e+03 8.718900e+02
16 5306     -6.887900e+02 6.912400e+02
19 5306     1.089200e+02 8.620500e+02
34 5306     -7.712100e+02 6.705601e+02
4 5307     -1.579700e+02 7.329100e+02
7 5307     -1.156000e+03 1.010030e+03
14 5307     -2.173700e+02 6.320000e+02
19 5307     1.867400e+02 1.028830e+03
21 5307     -3.474500e+02 -5.927000e+02
5 5308     4.310400e+02 6.320300e+02
9 5308     -3.419399e+02 1.355000e+02
10 5308     -2.592200e+02 -4.442300e+02
11 5308     3.085900e+02 7.492999e+01
12 5308     -8.881900e+02 -5.658700e+02
18 5308     -4.887200e+02 -3.305005e+01
20 5308     -4.144900e+02 -2.269100e+02
5 5309     9.567200e+02 8.842900e+02
8 5309     2.467300e+02 3.216700e+02
22 5309     -2.367400e+02 3.105801e+02
26 5309     1.223900e+02 2.978300e+02
5 5310     8.299399e+02 6.969299e+02
8 5310     2.996997e+01 7.019000e+01
16 5310     6.312900e+02 3.163600e+02
22 5310     -3.092600e+02 1.812700e+02
26 5310     5.210999e+01 1.377200e+02
5 5311     8.303899e+02 7.124900e+02
8 5311     3.613000e+01 9.833002e+01
5 5312     3.061500e+02 8.287600e+02
8 5312     -9.892900e+02 5.831500e+02
5 5313     8.044500e+02 8.520300e+02
8 5313     1.515002e+01 3.548201e+02
16 5313     6.146400e+02 4.292900e+02
22 5313     -3.204700e+02 2.980200e+02
5 5314     3.676000e+02 5.978500e+02
9 5314     -3.975699e+02 1.027800e+02
10 5314     -3.024200e+02 -4.647800e+02
18 5314     -5.260500e+02 -5.173999e+01
20 5314     -4.460601e+02 -2.433600e+02
5 5315     1.192020e+03 6.406700e+02
8 5315     7.970200e+02 -1.217600e+02
5 5316     8.543000e+02 6.576100e+02
8 5316     6.659998e+01 -1.392999e+01
5 5317     1.178640e+03 8.057000e+02
8 5317     7.973199e+02 2.122400e+02
5 5318     3.297600e+02 8.797100e+02
8 5318     -9.186200e+02 6.790400e+02
5 5319     1.217840e+03 6.231799e+02
8 5319     8.531700e+02 -1.642000e+02
29 5319     -7.380300e+02 -2.131400e+02
5 5320     3.787400e+02 6.234500e+02
9 5320     -3.920000e+02 1.348401e+02
5 5321     8.428501e+02 6.306600e+02
8 5321     4.051001e+01 -5.887000e+01
5 5322     8.608701e+02 6.988700e+02
8 5322     8.447998e+01 6.163000e+01
5 5323     8.608701e+02 6.988700e+02
8 5323     8.447998e+01 6.163000e+01
5 5324     -9.893300e+02 7.516500e+02
7 5324     -1.123880e+03 6.531100e+02
14 5324     -2.093800e+02 4.311300e+02
19 5324     2.058800e+02 6.162400e+02
30 5324     -4.678300e+02 5.403500e+02
5 5325     7.822000e+02 7.958800e+02
8 5325     -2.871997e+01 2.740800e+02
5 5326     -1.186450e+03 8.119200e+02
7 5326     -1.355210e+03 7.695500e+02
14 5326     -3.326500e+02 4.942000e+02
15 5326     4.287000e+02 4.582500e+02
16 5326     -7.808100e+02 6.119200e+02
19 5326     -3.678003e+01 7.224800e+02
21 5326     -1.931200e+02 -7.160200e+02
5 5327     9.436499e+02 8.823800e+02
8 5327     2.266700e+02 3.274700e+02
5 5328     3.250900e+02 9.014600e+02
8 5328     -9.208600e+02 7.290699e+02
21 5328     -9.701001e+01 3.192400e+02
5 5329     3.158600e+02 9.070900e+02
8 5329     -9.375100e+02 7.427000e+02
32 5329     -1.362600e+02 3.959299e+02
33 5329     -8.897900e+02 5.879399e+02
5 5330     -9.455600e+02 5.301899e+02
7 5330     -1.116990e+03 4.057600e+02
15 5330     5.835800e+02 2.100600e+02
19 5330     2.101300e+02 3.175400e+02
35 5330     3.368005e+01 1.664400e+02
5 5331     -9.648900e+02 6.390300e+02
7 5331     -1.116070e+03 5.270801e+02
14 5331     -2.085500e+02 3.580900e+02
19 5331     2.132300e+02 4.656699e+02
30 5331     -4.626200e+02 3.635200e+02
34 5331     -7.093200e+02 3.865900e+02
35 5331     3.357996e+01 2.359200e+02
5 5332     8.671799e+02 6.583101e+02
8 5332     8.575000e+01 -1.678998e+01
5 5333     8.613999e+02 6.924000e+02
8 5333     8.393994e+01 4.653998e+01
5 5334     8.613999e+02 6.924000e+02
8 5334     8.393994e+01 4.653998e+01
5 5335     9.792800e+02 7.321000e+02
8 5335     2.771200e+02 7.157001e+01
21 5335     5.454004e+01 7.657200e+02
5 5336     7.581399e+02 8.002900e+02
8 5336     -6.809998e+01 2.962800e+02
5 5337     8.677800e+02 6.375100e+02
8 5337     8.370996e+01 -5.522998e+01
5 5338     -1.127690e+03 6.789800e+02
7 5338     -1.310770e+03 6.085400e+02
14 5338     -3.124100e+02 4.035000e+02
15 5338     4.575200e+02 3.488400e+02
16 5338     -7.469000e+02 5.001500e+02
5 5339     -9.771300e+02 6.931200e+02
7 5339     -1.119850e+03 5.969200e+02
14 5339     -2.089600e+02 3.983600e+02
15 5339     5.839700e+02 3.492100e+02
30 5339     -4.645200e+02 4.606100e+02
35 5339     2.957996e+01 2.756799e+02
36 5339     9.148800e+02 4.952900e+02
5 5340     8.787000e+02 7.108600e+02
8 5340     1.172600e+02 7.415002e+01
5 5341     -9.841300e+02 7.114000e+02
7 5341     -1.126790e+03 6.099900e+02
15 5341     5.805800e+02 3.584900e+02
5 5342     1.239490e+03 7.579900e+02
6 5342     9.414500e+02 -6.075000e+01
12 5342     -1.782200e+02 -5.688900e+02
17 5342     -8.489700e+02 3.107600e+02
20 5342     6.084998e+01 -2.290000e+02
25 5342     -3.384300e+02 -3.938401e+02
26 5342     5.835900e+02 1.292700e+02
27 5342     -8.952600e+02 2.162400e+02
5 5343     1.094180e+03 8.053900e+02
8 5343     3.986300e+02 1.255800e+02
5 5344     7.498000e+02 8.053600e+02
8 5344     -8.290997e+01 3.097900e+02
5 5345     -1.236250e+03 8.106200e+02
7 5345     -1.416870e+03 7.797500e+02
15 5345     3.901899e+02 4.617100e+02
19 5345     -1.006801e+02 7.261100e+02
34 5345     -9.322500e+02 5.959500e+02
5 5346     1.104320e+03 8.353300e+02
8 5346     4.194900e+02 1.691500e+02
5 5347     7.093800e+02 8.700601e+02
8 5347     -1.445900e+02 4.420300e+02
5 5348     9.606399e+02 8.764900e+02
8 5348     2.558300e+02 3.140800e+02
5 5349     -1.039620e+03 8.790400e+02
7 5349     -1.159770e+03 8.036200e+02
5 5350     -1.164760e+03 9.110100e+02
7 5350     -1.310120e+03 8.709800e+02
14 5350     -3.062500e+02 5.508300e+02
15 5350     4.598199e+02 5.322200e+02
16 5350     -7.527200e+02 6.859301e+02
19 5350     1.269995e+01 8.416899e+02
34 5350     -8.432300e+02 6.675601e+02
36 5350     7.968500e+02 6.822600e+02
5 5351     -1.157020e+03 9.126100e+02
7 5351     -1.300730e+03 8.706000e+02
14 5351     -3.004400e+02 5.506400e+02
15 5351     4.662000e+02 5.325800e+02
16 5351     -7.447500e+02 6.862800e+02
19 5351     2.442004e+01 8.425701e+02
34 5351     -8.338100e+02 6.665500e+02
36 5351     8.036600e+02 6.822500e+02
5 5352     -1.056100e+03 9.339900e+02
7 5352     -1.246400e+03 8.681899e+02
5 5353     -1.062070e+03 9.522400e+02
7 5353     -1.170700e+03 8.863000e+02
16 5353     -6.586700e+02 7.037800e+02
5 5354     9.676899e+02 6.103300e+02
8 5354     2.422900e+02 -1.383300e+02
5 5355     8.843201e+02 6.426400e+02
8 5355     1.139900e+02 -5.217999e+01
5 5356     -8.636800e+02 6.995300e+02
7 5356     -9.984800e+02 5.719700e+02
14 5356     -1.396800e+02 3.823400e+02
5 5357     9.505100e+02 7.411899e+02
8 5357     2.345601e+02 9.857001e+01
5 5358     1.181810e+03 7.593201e+02
8 5358     7.960500e+02 1.203800e+02
5 5359     1.180050e+03 7.795000e+02
8 5359     7.960400e+02 1.612200e+02
5 5360     7.113101e+02 8.613500e+02
8 5360     -1.436200e+02 4.250500e+02
5 5361     -8.593400e+02 8.911801e+02
7 5361     -9.645900e+02 7.727900e+02
15 5361     7.033300e+02 4.877100e+02
18 5361     -1.438920e+03 3.852300e+02
20 5361     -1.231330e+03 1.309299e+02
5 5362     9.923899e+02 6.030300e+02
8 5362     2.806200e+02 -1.589200e+02
5 5363     1.205090e+03 6.384800e+02
8 5363     8.316899e+02 -1.282800e+02
5 5364     8.544399e+02 6.387600e+02
8 5364     6.340002e+01 -4.759998e+01
5 5365     1.283010e+03 6.509500e+02
8 5365     9.941700e+02 -1.243300e+02
9 5365     5.833899e+02 2.339001e+01
12 5365     -1.529100e+02 -6.609301e+02
25 5365     -3.018100e+02 -4.976201e+02
29 5365     -6.340600e+02 -1.898700e+02
5 5366     1.112620e+03 6.901300e+02
8 5366     4.358300e+02 -5.415002e+01
5 5367     9.878799e+02 6.929100e+02
6 5367     1.915900e+02 -1.646300e+02
8 5367     2.867500e+02 2.030029e+00
5 5368     9.830901e+02 6.928900e+02
6 5368     1.873300e+02 -1.629500e+02
8 5368     2.792900e+02 3.549988e+00
5 5369     8.245601e+02 7.397600e+02
8 5369     3.239001e+01 1.506800e+02
5 5370     1.000110e+03 7.651100e+02
8 5370     3.049100e+02 1.157500e+02
5 5371     8.241899e+02 8.036200e+02
8 5371     4.312000e+01 2.640200e+02
5 5372     1.072690e+03 8.431400e+02
8 5372     3.883101e+02 1.995600e+02
5 5373     1.101540e+03 8.531200e+02
8 5373     4.169800e+02 1.970700e+02
5 5374     -9.970800e+02 8.624200e+02
7 5374     -1.105450e+03 7.733700e+02
5 5375     9.530100e+02 8.761000e+02
8 5375     2.433900e+02 3.155900e+02
5 5376     -1.160950e+03 9.117400e+02
7 5376     -1.305660e+03 8.707200e+02
16 5376     -7.486900e+02 6.863800e+02
34 5376     -8.390300e+02 6.679800e+02
5 5377     3.823199e+02 9.132100e+02
8 5377     -7.911300e+02 7.244100e+02
5 5378     -1.136690e+03 9.197900e+02
7 5378     -1.270370e+03 8.722100e+02
19 5378     5.223999e+01 8.536200e+02
20 5378     -1.459180e+03 2.110701e+02
34 5378     -8.132700e+02 6.704399e+02
36 5378     8.230800e+02 6.865400e+02
6 5379     4.008400e+02 -3.313800e+02
10 5379     -1.993994e+01 -5.119200e+02
18 5379     -3.000200e+02 -5.268994e+01
6 5380     7.816801e+02 3.486100e+02
8 5380     9.427600e+02 6.664800e+02
6 5381     2.375000e+02 -1.153998e+01
9 5381     -2.235699e+02 4.453800e+02
11 5381     3.766700e+02 3.703400e+02
16 5381     7.354700e+02 4.421600e+02
26 5381     1.982000e+02 2.749200e+02
7 5382     -4.143700e+02 5.088800e+02
9 5382     -1.298740e+03 4.519199e+02
10 5382     -8.852800e+02 -2.235400e+02
11 5382     -6.023200e+02 3.739200e+02
14 5382     1.973500e+02 3.110100e+02
16 5382     -4.289001e+01 4.579399e+02
18 5382     -1.081180e+03 1.791400e+02
22 5382     -1.034200e+03 3.502400e+02
23 5382     -4.576400e+02 -1.475100e+02
24 5382     -8.633700e+02 1.141100e+02
7 5383     1.229670e+03 5.213800e+02
